SD temperatures,SD fertilization,SD speeds,SD motility,SU temperatures,SU fertilization,SU speeds,SU motility,multiple stressors temperatures,multiple stressors pH,multiple stressors fertilization,multiple stressors speeds,multiple stressors motility,Argyle_datetime_2020,Argyle_temps_2020,Argyle_datetime_2021,Argyle_temps_2021,Deadman_datetime_2020,Deadman_temps_2020,Deadman_datetime_2021,Deadman_temps_2021
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 18:15,29.23,29/6/2021 23:30,16.04,2020-07-08 23:08:23,10.44,2021-06-28 18:34:46,14.83
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 18:30,28.87,29/6/2021 23:45,16.32,2020-07-08 23:23:23,10.39,2021-06-28 18:49:46,14.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 18:45,28.08,30/6/2021 0:00,16.79,2020-07-08 23:38:23,10.47,2021-06-28 19:04:46,14.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 19:00,27.79,30/6/2021 0:15,16.94,2020-07-08 23:53:23,10.40,2021-06-28 19:19:46,14.75
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 19:15,27.28,30/6/2021 0:30,17.19,2020-07-09 0:08:23,10.39,2021-06-28 19:34:46,14.73
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 19:30,26.39,30/6/2021 0:45,17.25,2020-07-09 0:23:23,10.42,2021-06-28 19:49:46,14.70
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 19:45,25.62,30/6/2021 1:00,17.28,2020-07-09 0:38:23,10.41,2021-06-28 20:04:46,14.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 20:00,24.79,30/6/2021 1:15,17.19,2020-07-09 0:53:23,10.42,2021-06-28 20:19:46,12.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 20:15,23.87,30/6/2021 1:30,17.03,2020-07-09 1:08:23,10.43,2021-06-28 20:34:46,11.52
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 20:30,22.25,30/6/2021 1:45,17.04,2020-07-09 1:23:23,10.41,2021-06-28 20:49:46,11.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 20:45,20.12,30/6/2021 2:00,17.02,2020-07-09 1:38:23,10.45,2021-06-28 21:04:46,11.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 21:00,18.62,30/6/2021 2:15,17.06,2020-07-09 1:53:23,10.51,2021-06-28 21:19:46,11.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 21:15,17.72,30/6/2021 2:30,17.17,2020-07-09 2:08:23,10.52,2021-06-28 21:34:46,11.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 21:30,16.99,30/6/2021 2:45,17.18,2020-07-09 2:23:23,10.53,2021-06-28 21:49:46,10.91
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 21:45,16.11,30/6/2021 3:00,17.22,2020-07-09 2:38:23,10.50,2021-06-28 22:04:46,10.82
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 22:00,15.49,30/6/2021 3:15,17.24,2020-07-09 2:53:23,10.51,2021-06-28 22:19:46,10.81
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 22:15,15.28,30/6/2021 3:30,17.25,2020-07-09 3:08:23,10.52,2021-06-28 22:34:46,10.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 22:30,13.97,30/6/2021 3:45,17.28,2020-07-09 3:23:23,10.49,2021-06-28 22:49:46,10.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 22:45,12.97,30/6/2021 4:00,17.24,2020-07-09 3:38:23,10.49,2021-06-28 23:04:46,10.77
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 23:00,12.58,30/6/2021 4:15,17.24,2020-07-09 3:53:23,10.43,2021-06-28 23:19:46,10.79
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 23:15,12.4,30/6/2021 4:30,17.21,2020-07-09 4:08:23,10.42,2021-06-28 23:34:46,10.82
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 23:30,12.61,30/6/2021 4:45,17.21,2020-07-09 4:23:23,10.39,2021-06-28 23:49:46,10.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14/7/2020 23:45,15.19,30/6/2021 5:00,17.22,2020-07-09 4:38:23,10.37,2021-06-29 00:04:46,10.82
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 0:00,16.17,30/6/2021 5:15,17.19,2020-07-09 4:53:23,10.34,2021-06-29 00:19:46,10.79
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 0:15,16.76,30/6/2021 5:30,17.14,2020-07-09 5:08:23,10.33,2021-06-29 00:34:46,10.83
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 0:30,17.01,30/6/2021 5:45,17.09,2020-07-09 5:23:23,10.30,2021-06-29 00:49:46,10.94
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 0:45,16.64,30/6/2021 6:00,17.09,2020-07-09 5:38:23,10.26,2021-06-29 01:04:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 1:00,16.69,30/6/2021 6:15,17.08,2020-07-09 5:53:23,10.24,2021-06-29 01:19:46,11.40
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 1:15,16.99,30/6/2021 6:30,17.08,2020-07-09 6:08:23,10.23,2021-06-29 01:34:46,11.67
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 1:30,17.06,30/6/2021 6:45,17.17,2020-07-09 6:23:23,10.25,2021-06-29 01:49:46,11.90
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 1:45,17.3,30/6/2021 7:00,17.3,2020-07-09 6:38:23,10.22,2021-06-29 02:04:46,12.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 2:00,16.99,30/6/2021 7:15,17.38,2020-07-09 6:53:23,10.17,2021-06-29 02:19:46,12.32
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 2:15,16.98,30/6/2021 7:30,17.51,2020-07-09 7:08:23,10.17,2021-06-29 02:34:46,12.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 2:30,17.17,30/6/2021 7:45,17.7,2020-07-09 7:23:23,10.14,2021-06-29 02:49:46,12.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 2:45,17.21,30/6/2021 8:00,17.97,2020-07-09 7:38:23,10.14,2021-06-29 03:04:46,12.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 3:00,17.08,30/6/2021 8:15,18.24,2020-07-09 7:53:23,10.14,2021-06-29 03:19:46,12.87
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 3:15,17.06,30/6/2021 8:30,18.53,2020-07-09 8:08:23,10.15,2021-06-29 03:34:46,12.76
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 3:30,16.91,30/6/2021 8:45,18.83,2020-07-09 8:23:23,10.15,2021-06-29 03:49:46,12.85
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 3:45,16.8,30/6/2021 9:00,19.14,2020-07-09 8:38:23,10.20,2021-06-29 04:04:46,12.08
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 4:00,16.92,30/6/2021 9:15,19.33,2020-07-09 8:53:23,10.23,2021-06-29 04:19:46,11.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 4:15,16.99,30/6/2021 9:30,19.65,2020-07-09 9:08:23,10.26,2021-06-29 04:34:46,11.32
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 4:30,16.99,30/6/2021 9:45,19.99,2020-07-09 9:23:23,10.32,2021-06-29 04:49:46,11.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 4:45,17.05,30/6/2021 10:00,20.37,2020-07-09 9:38:23,10.37,2021-06-29 05:04:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 5:00,17.07,30/6/2021 10:15,20.77,2020-07-09 9:53:23,10.42,2021-06-29 05:19:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 5:15,17.11,30/6/2021 10:30,21.14,2020-07-09 21:23:23,11.19,2021-06-29 05:34:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 5:30,17.14,30/6/2021 10:45,21.54,2020-07-09 21:38:23,10.97,2021-06-29 05:49:46,10.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 5:45,17.14,30/6/2021 11:00,21.9,2020-07-09 21:53:23,10.91,2021-06-29 06:04:46,10.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 6:00,17.13,30/6/2021 11:15,22.42,2020-07-09 22:08:23,10.83,2021-06-29 06:19:46,10.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 6:15,17.11,30/6/2021 11:30,23.03,2020-07-09 22:23:23,10.75,2021-06-29 06:34:46,10.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 6:30,17.11,30/6/2021 11:45,23.67,2020-07-09 22:38:23,10.67,2021-06-29 06:49:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 6:45,17.14,30/6/2021 12:00,24.51,2020-07-09 22:53:23,10.64,2021-06-29 07:04:46,10.64
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 7:00,17.21,30/6/2021 12:15,25.1,2020-07-09 23:08:23,10.56,2021-06-29 07:19:46,10.63
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 7:15,17.24,30/6/2021 12:30,25.25,2020-07-09 23:23:23,10.56,2021-06-29 07:34:46,10.96
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 7:30,17.43,30/6/2021 12:45,25.54,2020-07-09 23:38:23,10.53,2021-06-29 07:49:46,11.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 7:45,17.56,30/6/2021 13:00,25.76,2020-07-09 23:53:23,10.48,2021-06-29 08:04:46,12.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 8:00,17.8,30/6/2021 13:15,26.09,2020-07-10 0:08:23,10.43,2021-06-29 08:19:46,13.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 8:15,18.1,30/6/2021 13:30,26.11,2020-07-10 0:23:23,10.39,2021-06-29 08:34:46,13.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 8:30,18.51,30/6/2021 13:45,26.32,2020-07-10 0:38:23,10.40,2021-06-29 08:49:46,13.84
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 8:45,18.88,30/6/2021 14:00,26.53,2020-07-10 0:53:23,10.38,2021-06-29 09:04:46,14.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 9:00,19.28,30/6/2021 14:15,26.86,2020-07-10 1:08:23,10.34,2021-06-29 09:19:46,14.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 9:15,19.74,30/6/2021 14:30,27.7,2020-07-10 1:23:23,10.36,2021-06-29 09:34:46,14.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 9:30,20.1,30/6/2021 14:45,28.13,2020-07-10 1:38:23,10.35,2021-06-29 09:49:46,14.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 9:45,20.79,30/6/2021 15:00,28.41,2020-07-10 1:53:23,10.35,2021-06-29 10:04:46,14.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 10:00,21.38,30/6/2021 15:15,28.56,2020-07-10 2:08:23,10.37,2021-06-29 10:19:46,14.27
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 10:15,21.83,30/6/2021 15:30,28.56,2020-07-10 2:23:23,10.38,2021-06-29 10:34:46,14.30
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 10:30,22.29,30/6/2021 15:45,28.56,2020-07-10 2:38:23,10.35,2021-06-29 10:49:46,14.33
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 10:45,22.85,30/6/2021 16:00,28.59,2020-07-10 2:53:23,10.35,2021-06-29 11:04:46,14.37
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 11:00,23.45,30/6/2021 16:15,28.65,2020-07-10 3:08:23,10.33,2021-06-29 11:19:46,14.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 11:15,24.1,30/6/2021 16:30,28.6,2020-07-10 3:23:23,10.34,2021-06-29 11:34:46,14.42
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 11:30,24.64,30/6/2021 16:45,28.69,2020-07-10 3:38:23,10.32,2021-06-29 11:49:46,14.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 11:45,25.17,30/6/2021 17:00,28.54,2020-07-10 3:53:23,10.34,2021-06-29 12:04:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 12:00,25.68,30/6/2021 17:15,28.18,2020-07-10 4:08:23,10.30,2021-06-29 12:19:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 12:15,26.18,30/6/2021 17:30,27.79,2020-07-10 4:23:23,10.32,2021-06-29 12:34:46,14.53
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 12:30,26.39,30/6/2021 17:45,27.34,2020-07-10 4:38:23,10.33,2021-06-29 12:49:46,14.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 12:45,26.07,30/6/2021 18:00,27.01,2020-07-10 4:53:23,10.30,2021-06-29 13:04:46,14.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 13:00,26.58,30/6/2021 18:15,26.62,2020-07-10 5:08:23,10.33,2021-06-29 13:19:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 13:15,26.9,30/6/2021 18:30,26.32,2020-07-10 5:23:23,10.33,2021-06-29 13:34:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 13:30,26.98,30/6/2021 18:45,25.92,2020-07-10 5:38:23,10.30,2021-06-29 13:49:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 13:45,27.54,30/6/2021 19:00,25.31,2020-07-10 5:53:23,10.33,2021-06-29 14:04:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 14:00,28.02,30/6/2021 19:15,24.53,2020-07-10 6:08:23,10.33,2021-06-29 14:19:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 14:15,28.61,30/6/2021 19:30,24.44,2020-07-10 6:23:23,10.34,2021-06-29 14:34:46,14.71
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 14:30,29.13,30/6/2021 19:45,24,2020-07-10 6:38:23,10.33,2021-06-29 14:49:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 14:45,29.54,30/6/2021 20:00,22.66,2020-07-10 6:53:23,10.33,2021-06-29 15:04:46,14.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 15:00,29.67,30/6/2021 20:15,19.81,2020-07-10 7:08:23,10.28,2021-06-29 15:19:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 15:15,29.32,30/6/2021 20:30,19.25,2020-07-10 7:23:23,10.25,2021-06-29 15:34:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 15:30,28.84,30/6/2021 20:45,18.85,2020-07-10 7:38:23,10.25,2021-06-29 15:49:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 15:45,28.73,30/6/2021 21:00,18.13,2020-07-10 7:53:23,10.29,2021-06-29 16:04:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 16:00,28.6,30/6/2021 21:15,16.8,2020-07-10 8:08:23,10.33,2021-06-29 16:19:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 16:15,28.19,30/6/2021 21:30,16.46,2020-07-10 8:23:23,10.39,2021-06-29 16:34:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 16:30,28.09,30/6/2021 21:45,15.39,2020-07-10 8:38:23,10.44,2021-06-29 16:49:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 16:45,28.27,30/6/2021 22:00,14.98,2020-07-10 8:53:23,10.50,2021-06-29 17:04:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 17:00,28.19,30/6/2021 22:15,14.96,2020-07-10 9:08:23,10.53,2021-06-29 17:19:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 17:15,27.61,30/6/2021 22:30,15.16,2020-07-11 0:23:23,10.62,2021-06-29 17:34:46,14.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 17:30,26.72,30/6/2021 22:45,15.73,2020-07-11 0:38:23,10.62,2021-06-29 17:49:46,14.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 17:45,25.86,30/6/2021 23:00,15.53,2020-07-11 0:53:23,10.55,2021-06-29 18:04:46,14.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 18:00,24.5,30/6/2021 23:15,14.98,2020-07-11 1:08:23,10.54,2021-06-29 18:19:46,14.51
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 18:15,23.45,30/6/2021 23:30,15.9,2020-07-11 1:23:23,10.55,2021-06-29 18:34:46,14.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 18:30,22.49,30/6/2021 23:45,16.64,2020-07-11 1:38:23,10.55,2021-06-29 18:49:46,14.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 18:45,21.27,1/7/2021 0:00,16.98,2020-07-11 1:53:23,10.56,2021-06-29 19:04:46,14.45
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 19:00,21.1,1/7/2021 0:15,17.05,2020-07-11 2:08:23,10.57,2021-06-29 19:19:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 19:15,20.63,1/7/2021 0:30,17.63,2020-07-11 2:23:23,10.55,2021-06-29 19:34:46,14.40
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 19:30,20.01,1/7/2021 0:45,17.8,2020-07-11 2:38:23,10.55,2021-06-29 19:49:46,14.84
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 19:45,18.84,1/7/2021 1:00,18.04,2020-07-11 2:53:23,10.55,2021-06-29 20:04:46,12.18
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 20:00,18.35,1/7/2021 1:15,18.03,2020-07-11 3:08:23,10.54,2021-06-29 20:19:46,11.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 20:15,18.02,1/7/2021 1:30,18.18,2020-07-11 3:23:23,10.54,2021-06-29 20:34:46,11.42
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 20:30,17.44,1/7/2021 1:45,18.29,2020-07-11 3:38:23,10.56,2021-06-29 20:49:46,11.33
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 20:45,16.5,1/7/2021 2:00,18.33,2020-07-11 3:53:23,10.60,2021-06-29 21:04:46,11.26
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 21:00,15.91,1/7/2021 2:15,18.34,2020-07-11 4:08:23,10.67,2021-06-29 21:19:46,11.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 21:15,15.76,1/7/2021 2:30,18.3,2020-07-11 4:23:23,10.70,2021-06-29 21:34:46,11.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 21:30,15.75,1/7/2021 2:45,18.29,2020-07-11 4:38:23,10.74,2021-06-29 21:49:46,11.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 21:45,15.6,1/7/2021 3:00,18.27,2020-07-11 22:38:23,10.79,2021-06-29 22:04:46,11.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 22:00,16.1,1/7/2021 3:15,18.25,2020-07-11 22:53:23,10.70,2021-06-29 22:19:46,11.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 22:15,15.73,1/7/2021 3:30,18.22,2020-07-11 23:08:23,10.62,2021-06-29 22:34:46,11.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 22:30,15.14,1/7/2021 3:45,18.22,2020-07-11 23:23:23,10.57,2021-06-29 22:49:46,11.03
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 22:45,14.39,1/7/2021 4:00,18.18,2020-07-11 23:38:23,10.55,2021-06-29 23:04:46,10.96
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 23:00,13.8,1/7/2021 4:15,18.12,2020-07-11 23:53:23,10.52,2021-06-29 23:19:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 23:15,13.65,1/7/2021 4:30,18.12,2020-07-12 0:08:23,10.53,2021-06-29 23:34:46,10.89
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 23:30,14.52,1/7/2021 4:45,18.07,2020-07-12 0:23:23,10.49,2021-06-29 23:49:46,10.87
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15/7/2020 23:45,14.19,1/7/2021 5:00,18.03,2020-07-12 0:38:23,10.49,2021-06-30 00:04:46,10.84
